Selected,Customer ID,Customer Name,Customer Class,Country,City,Currency ID,Terms,Customer Status,Sage Code,Customer Group,Category,Customer Region,Parent Code,Price Class ID,Price Class Name,Main A/CC Owner,Route Code,Route Name,Credit Limit,Rep Code,Sales Rep,Zone ID,Customer Zone,Address Line 1,Address Line 2,Address Line 3,Shipping Rule,Email,Statement Type,Business Account ID,Tax Registration ID,Statement cycle,Delivery
False,CUST100613,Mediheal Hospital,KPHEALTH,KE,,KES,45DS,Active,24834,Kim-Fay Professional,,South Rift,,MEDIHEALHO,Mediheal Hospital,,7C,Nakuru,0.00,P025,Susan Mwathi,Z007,Western A,"P.O.BOX 17226, NAKURU",Nakuru,,Back Order Allowed,payable2.nkr@medihealgroup.com,Open Item,,P051357728K,MONTHLY,
False,CUST100614,Mediterraneo Restaurant - Gigiri,KPHOTEL,KE,Nairobi,KES,60DS,Inactive,23490,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1L,Gigiri,"250,000.00",YVON,Yvonne Achieng,Z001,Westlands,P O Box 39080,"The Junction Mall, Ngong Rd",,Back Order Allowed,info@mediterraneorestaurant.co.ke,Open Item,,,MONTHLY,
False,CUST100615,Meditest Diagnostic Services Ltd,KPHEALTH,KE,,KES,30DS,Active,24610,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1F,Parklands,"100,000.00",P504,Diana Wendy,Z001,Westlands,P O Box 40715 00100,1St Floor,,Back Order Allowed,procurement@meditestdiagnostic.com,Open Item,,P051595463S,MONTHLY,
False,CUST100617,Meridian Hotel,KPHOTEL,KE,,KES,30DS,Active,24373,Kim-Fay Professional,,Nairobi Central,,MERIDIANHO,Meridian Hotel,,2A,CBD,"200,000.00",C967,Berna Piwang,Z002,CBD,P O Box 30278,Cbd,,Back Order Allowed,accounts@meridianhotelkenya.com,Open Item,,P000597793S,MONTHLY,
False,CUST100618,Metro Cleaners & Renovators Ltd,KPCCLNRS,KE,,KES,60DS,Active,23428,Kim-Fay Professional,,Nairobi West,,METROCLEAN,Metro Cleaners & Renovators,,3O,Upper Hill,"63,000,000.00",P104,Irene Luketelo,Z003,Ngong,Union Towers,Upperhill,,Back Order Allowed,info@metrocleaners.com,Open Item,,,MONTHLY,
False,CUST100619,Midland Hotel Ltd,KPHOTEL,KE,,KES,7 DAYS,Active,25274,Kim-Fay Professional,,South Rift,,MIDLANDHOT,Midland hotel ltd,,7C,Nakuru,"100,000.00",YVON,Yvonne Achieng,Z007,Western A,908-20100,Nakuru Godfreykamau Road Off Nairobi,,Back Order Allowed,stores@midlandhotel.co.ke,Open Item,,P000631225E,MONTHLY,
False,CUST100620,Mikeline Detergents Limited,KPDIST,KE,,KES,30DS,Active,23704,Kim-Fay Professional,,Nairobi Central,,KPDISTRIB,KP Distributors,,4G,Ruiru,"700,000.00",C967,Berna Piwang,Z004,Thika,P.O.Box 52210-00100,Ruiru,,Back Order Allowed,accounts@mikelinedetergents.com,Open Item,,P051415649I,MONTHLY,
False,CUST100621,Milachem Tanzania Limited,KPEXP,KE,,KES,30D,Active,23532,Kim-Fay Professional,,Tanzania,,MILACHEMTL,Milachem ( T ) Ltd,,14A,Tanzania,1.00,P022,Lucy Rimberia,Z014,Exports,,Tanzania,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100623,Miliki Afya Clinic,KPHEALTH,KE,,KES,30D,Inactive,23872,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3A,Ngong,"10,000.00",YVON,Yvonne Achieng,Z003,Ngong,P.o.Box 2649-00100,Praise House,,Back Order Allowed,info@milikiafya.co.ke,Open Item,,,MONTHLY,
False,CUST100624,Millsview Hotel,KPHOTEL,KE,,KES,30D,Active,24962,Kim-Fay Professional,,West Nyanza,,MILLSVIEWH,Millsview Hotel,,7F,Kisumu,"120,000.00",P489,John Kaguai,Z007,Western A,Milimani,Kisumu,,Back Order Allowed,info@millsviewhotel.com,Open Item,,P051686568B,MONTHLY,
False,CUST100625,Mineca General Supplies,KPDIST,KE,,KES,30D,Active,24825,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,2.00,P104,Irene Luketelo,Z002,CBD,P.O.BOX 530-Nairobi Eastern00,Ronald Ngala Street Nimmi House,,Back Order Allowed,minecakenya@gmail.com,Open Item,,A001219122I,MONTHLY,
False,CUST100626,Minet Kenya Insurance Brokers Limited,KPSERVICE,KE,,KES,30DS,Active,24071,Kim-Fay Professional,,Nairobi Central,,AONMINETIN,AON Minet insurance brokers lt,,2A,CBD,"600,000.00",YVON,Yvonne Achieng,Z002,CBD,P.O.BOX 48279 - 00100,Minet House,,Back Order Allowed,susan.waweru@minet.co.ke,Open Item,,P000591400B,MONTHLY,
False,CUST100627,Mission Aviation Fellowship,KPRELGS,KE,,KES,30DS,Active,3838,Kim-Fay Professional,,Nairobi West,,MISSIONAVI,MISSION AVIATION FELLOWSHIP,,3H,Wilson Airport,"250,000.00",YVON,Yvonne Achieng,Z003,Ngong,P  O Box 21123 00505,Inside Wilson Airport,,Back Order Allowed,sharon.toroitich@mafint.org,Open Item,,P051094135T,MONTHLY,
False,CUST100628,Mitsumi Business Park,KPPMGR,KE,,KES,30D,Active,25119,Kim-Fay Professional,,Nairobi West,,STELLATOMA,Stellato Mall Ltd,,1D,Westlands,"200,000.00",C967,Berna Piwang,Z001,Westlands,32735-00600,"67, Muthithi Road",,Back Order Allowed,rupesh@mitsumidistribution.com,Open Item,,P051594179T,MONTHLY,
False,CUST100629,Mobile Decisioning,KPSERVICE,KE,,KES,30DS,Inactive,23805,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3B,Karen,"100,000.00",YVON,Yvonne Achieng,Z003,Ngong,P.O.BOX 15938 – 00509,Watermark Business Park,,Back Order Allowed,kkigani@zioncell.com; mdemba@mo-de.com,Open Item,,P051325362D,MONTHLY,
False,CUST100630,Modi Distributors Ltd,KPCASH,KE,,KES,CURRENT,Active,24813,Kim-Fay Professional,,Coast,,MODIDISTRI,Modi Distributors ltd,,12A,Mombasa,1.00,P022,Lucy Rimberia,Z012,Coast,P.O.BOX 40431-810100,"Palet Flats, Hailesalaesi Road, Msa",,Back Order Allowed,kunal@modidistributors.com,Open Item,,P051716537N,MONTHLY,
False,CUST100631,Modways Investments,KPPMGR,KE,,KES,60DS,Active,3618,Kim-Fay Professional,,Nairobi East,,KNIGHTFRAN,Knight Frank Services Ltd 3682,,5P,Mombasa Road,"1,400,000.00",P104,Irene Luketelo,Z005,Mombasa Road,P O Box 39773 00623,"Capital Centre, Mombasa Rd",,Back Order Allowed,Sharon.Cheptoo@ke.knightfrank.com,Open Item,,P051146703R,MONTHLY,
False,CUST100632,Moi Educational Centre,KPEDU,KE,,KES,30DS,Active,25047,Kim-Fay Professional,,Nairobi West,,MOIEDUCATI,Moi Education Centre,,5N,South C,"200,000.00",P505,Shirleen Chebet,Z005,Mombasa Road,45373-00100,"Maimahiu Rd, South C",,Back Order Allowed,info@moieducentre.ac.ke,Open Item,,P051134958D,MONTHLY,
False,CUST100633,Mombasa Blue Room Limited,KPREST,KE,,KES,30DS,Active,23539,Kim-Fay Professional,,Coast,,BLUEROOM,Blue Room,,12A,Mombasa,"150,000.00",P022,Lucy Rimberia,Z012,Coast,P.O Box 8051-80100,Mombasa Town Centre,,Back Order Allowed,blueroom@blueroomonline.com,Open Item,,P051092234P,MONTHLY,
False,CUST100634,Mombasa Penny Profit Store (1998) Ltd,KPINDUSTRY,KE,,KES,30DS,Active,25175,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5P,Mombasa Road,"140,000.00",C967,Berna Piwang,Z005,Mombasa Road,P.O.BOX 31347 - 00600,Mombasa Road Piranha Centre Building,,Back Order Allowed,cfo@mpps.co.ke,Open Item,,P051120877W,MONTHLY,
False,CUST100635,Moo'S Eateries Ltd,KPREST,KE,,KES,30D,Active,25002,Kim-Fay Professional,,Nairobi West,,MOOSEATERI,Moos Eateries Ltd,,3K,Lavington,1.00,P504,Diana Wendy,Z003,Ngong,13898-00100,Lavington,,Back Order Allowed,admin@nabobistro.co.ke,Open Item,,P051694534K,MONTHLY,
False,CUST100636,Morningside Office Park Ltd,KPPMGR,KE,,KES,30D,Active,23848,Kim-Fay Professional,,Nairobi West,,MORNINGSID,Morningside Office park ltd,,3C,Ngong Road,"300,000.00",YVON,Yvonne Achieng,Z003,Ngong,P.O.Box 6254-00100,Ngong Road,,Back Order Allowed,emma.kinyua@morningsideofficepark.com,Open Item,,P051346765O,MONTHLY,
False,CUST100638,Mpata Investment Ltd,KPINDUSTRY,KE,,KES,30D,Active,25003,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,1.00,P096,Doreen Mugwika,Z002,CBD,00200-58402,Annivesary Towers,,Back Order Allowed,purchase@mpata-maasaimara.com,Open Item,,P000604046N,MONTHLY,
False,CUST100639,Mt. Kenya Safari Club,KPHOTEL,KE,,KES,60DS,Active,1136,Kim-Fay Professional,,Lower Mountain,,KPBASE,KP Base price,,6E,Nanyuki,"1,500,000.00",P193,June Chesire,Z006,Mountain,Nanyuki,Nanyuki,,Back Order Allowed,peter.wesonga@fairmont.com,Open Item,,P000609886R,MONTHLY,
False,CUST100641,Mudi Supplies,KPREST,KE,,KES,30D,Active,24377,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5R,Kitengela,1.00,P504,Diana Wendy,Z005,Mombasa Road,P.O. Box 46867 - 00100,"Outering Road, Fedha",,Back Order Allowed,anamimungoe@gmail.com,Open Item,,A007526641Z,MONTHLY,
False,CUST100642,Mugoya Vegetables,KPAGRI,KE,,KES,30D,Active,23569,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5N,South C,"50,000.00",P504,Diana Wendy,Z005,Mombasa Road,,South C,,Back Order Allowed,,Open Item,,P000606019N,MONTHLY,
False,CUST100644,Mummy'S Fast Food Narok,KPREST,KE,,KES,30D,Active,24345,Kim-Fay Professional,,South Rift,,MUMMYSFAST,Mummy'S Fast Food Narok,,9A,Narok,1.00,P504,Diana Wendy,Z009,Western C,P.O. 160-20500,Narok Town,,Back Order Allowed,,Open Item,,P051611565C,MONTHLY,
False,CUST100645,Munga Investments Ltd C/O Knight Frank,KPPMGR,KE,,KES,60DS,Active,23478,Kim-Fay Professional,,Nairobi West,,KNIGHTFRAN,Knight Frank Services Ltd 3682,,4E,Kiambu,"600,000.00",P104,Irene Luketelo,Z004,Thika,P O Box 39773 00623,Ridgeways Kiambu Rd,,Back Order Allowed,patrick.mburu@ke.knightfrank.com,Open Item,,P000619152B,MONTHLY,
False,CUST100646,Muriithi And Ndonye Advocates,KPSERVICE,KE,,KES,30D,Active,23960,Kim-Fay Professional,,Nairobi West,,MURIITHIAN,Muriithi and Ndonye Advocates,,3O,Upper Hill,"20,000.00",P505,Shirleen Chebet,Z003,Ngong,P.O.Box 40132-0000,Corporate Plaza,,Back Order Allowed,info@mnadvocates.co.ke,Open Item,,P051648387C,MONTHLY,
False,CUST100647,Mustek East Africa Ltd,KPINDUSTRY,KE,,KES,30DS,Active,23729,Kim-Fay Professional,,Nairobi East,,MUSTEKEALT,Mustek E.A. Ltd,,1F,Parklands,"150,000.00",P505,Shirleen Chebet,Z001,Westlands,P.O.Box 1619-00600,"Crescent Lane, Parklands Road",,Back Order Allowed,RitaM@mustek.co.ke,Open Item,,P051154291Z,MONTHLY,
False,CUST100648,Muthaiga Country Club,KPHOTEL,KE,,KES,60DS,Active,2535,Kim-Fay Professional,,Nairobi West,,MUTHAIGACO,Muthaiga Country Club 2535,,4C,Thika Road,0.00,P193,June Chesire,Z004,Thika,PO Box,Muthaiga Road,,Back Order Allowed,mutua@mcc.co.ke,Open Item,,P051334197J,MONTHLY,
False,CUST100650,Muthaiga Road Trust Co. C/O Regent Management Ltd.,KPPMGR,KE,,KES,60DS,Active,3584,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,3O,Upper Hill,"4,740,000.00",C1262,Mercyline Kemunto,Z003,Ngong,"P.O.Box 79487-00200,","Oillibya Plaza, Muthaiga,",,Back Order Allowed,scheboi@regent-mgt.com,Open Item,,P051097821C,MONTHLY,
False,CUST100652,Mvule Catering Department,KPREST,KE,,KES,30DS,Active,3508,Kim-Fay Professional,,Nairobi West,,MVULECATER,Mvule Catering Department,,5M,Nairobi West,"25,000.00",P504,Diana Wendy,Z005,Mombasa Road,Opposite Strathmore University - Gate B,,,Back Order Allowed,,Open Item,,P000592593E,MONTHLY,
False,CUST100654,Nadiah Investments Ltd,KPINDUSTRY,KE,,KES,30DS,Active,24938,Kim-Fay Professional,,Nairobi East,,NADIAHINVE,Nadiah Investments ltd,,9A,Narok,"19,360,000.00",P505,Shirleen Chebet,Z010,Eastern,Narok Kra-,Sinendet Towers Next To Total Petrol Station,,Back Order Allowed,nadiahinvestments@gmail.com,Open Item,,P051445076K,MONTHLY,
False,CUST100655,Nairobi Bottlers Ltd,KPINDUSTRY,KE,,KES,30DS,Active,24903,Kim-Fay Professional,,Nairobi East,,NAIROBIBOT,Nairobi Bottlers Ltd,,5A,Industrial Area,"2,500,000.00",P104,Irene Luketelo,Z005,Mombasa Road,P. O. Box 18034,Airport North Road,,Back Order Allowed,fkaunda@ccbagroup.com,Open Item,,P000611756Q,MONTHLY,
False,CUST100656,Nairobi Club,KPHOTEL,KE,,KES,30DS,Active,24408,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3O,Upper Hill,"50,000.00",P505,Shirleen Chebet,Z003,Ngong,P.O. Box 30171,Ngong Road,,Back Order Allowed,info@nairobiclub.com,Open Item,,P000606880F,MONTHLY,
False,CUST100657,"Nairobi Ear, Nose Throat Clinic",KPHEALTH,KE,,KES,30D,Active,23421,Kim-Fay Professional,,Nairobi West,,NAIROBIEAR,"Nairobi Ear, Nose Throat Clini",,3O,Upper Hill,"60,000.00",YVON,Yvonne Achieng,Z003,Ngong,P O Box 29740-00202,Nairobi Hopistal,,Back Order Allowed,info@nairobientclinic.com,Open Item,,P051106799N,MONTHLY,
False,CUST100658,Nairobi Java House Ltd,KPREST,KE,,KES,60DS,Active,2216B,Kim-Fay Professional,,Nairobi West,,NAIROBIJAV,Nairobi Java House 2216B,,5A,Industrial Area,"10,000,000.00",P025,Susan Mwathi,Z005,Mombasa Road,P.O BOX 21533-00505,Road C Kings Godown,,Back Order Allowed,millicent.were@javahouseafrica.com,Open Item,,P051126577H,MONTHLY,
False,CUST100659,Nairobi Lighthouse Church,KPRELGS,KE,,KES,CURRENT,Active,24969,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,4C,Thika Road,1.00,P504,Diana Wendy,Z004,Thika,Garden Estate,Off Thika Road,,Back Order Allowed,muraguri@nairobilighthouse.com,Open Item,,P051129008T,DAILY,
False,CUST100660,Nairobi National Museum,KPSERVICE,KE,,KES,30DS,Inactive,23436,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,2.00,BADDEBTPRO,Bad Debt Provision,Z001,Westlands,,Museum Hill,,Back Order Allowed,mochieng@museums.or.ke,Open Item,,P051098780Q,MONTHLY,
False,CUST100661,Nairobi Safari Club,KPHOTEL,KE,,KES,30DS,Active,1139,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,"250,000.00",C967,Berna Piwang,Z002,CBD,P.O.BOX 43564,"University Way, Nairobi",,Back Order Allowed,accounts@nairobisafariclub.com,Open Item,,P000614506L,MONTHLY,
False,CUST100662,Nairobi SDA South C,KPRELGS,KE,,KES,30D,Active,23474,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5N,South C,"30,000.00",P504,Diana Wendy,Z005,Mombasa Road,P O Box 26176 - 00504,South C,,Back Order Allowed,nairobisouthsda@gmail.com,Open Item,,P000594353Y,MONTHLY,
False,CUST100663,Naisula School,KPEDU,KE,Kajiado,KES,30DS,Active,24088,Kim-Fay Professional,,Nairobi East,,NAISULASCH,Naisula school,,5U,Isinya,"600,000.00",P096,Doreen Mugwika,Z005,Mombasa Road,"Off Namanga Road, past Isinya Town",5 KM to Kajiado Town,,Back Order Allowed,accountant@naisulaschool.ac.ke,Open Item,,P051327886U,MONTHLY,
False,CUST100665,Nam Consult Ltd,KPSERVICE,KE,,KES,30D,Inactive,23988,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,"300,000.00",P504,Diana Wendy,Z001,Westlands,P.O.Box 44636-00100,"Riverside Drive, Daphton Court",,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100666,Nampak Kenya Ltd,KPINDUSTRY,KE,,KES,30DS,Active,24211,Kim-Fay Professional,,Nairobi East,,NAMPAKKENY,Nampak Kenya Limited,,4A,Thika Town,"200,000.00",C967,Berna Piwang,Z004,Thika,P.O. Box 109-01000,Factory/Industrial Road,,Back Order Allowed,julius.mboya@nampak.com,Open Item,,P000591289A,MONTHLY,
False,CUST100668,Nas Airport Services Ltd,KPAIRLINE,KE,,KES,60DS,Active,23861,Kim-Fay Professional,,Nairobi East,,NASAIRPORT,Nas Airport Services Ltd,,5D,JKIA,0.00,P193,June Chesire,Z005,Mombasa Road,P.O.Box 19010-00501,Jkia,,Back Order Allowed,esther.karongo@servair.co.ke,Open Item,,P000593895L,MONTHLY,
False,CUST100669,National Council For Law Reporting,KPEDU,KE,,KES,30DS,Active,24939,Kim-Fay Professional,,Nairobi East,,,,,3D,Community,"240,000.00",P504,Diana Wendy,Z003,Ngong,PO BOX 10443-00100,"1st Ngong Avenue , community- ACK Garden Annexe",,Back Order Allowed,jratemo@kenyalaw.org,Open Item,,P051198655N,MONTHLY,
False,CUST100670,NCBA Bank Kenya Plc,KPBANK,KE,,KES,60DS,Active,25046,Kim-Fay Professional,,Nairobi West,,NICBANK369,NIC BANK 3698,,5P,Mombasa Road,"28,800,000.00",P193,June Chesire,Z005,Mombasa Road,Ncba Center Upperhill,Ncba Annex Upperhill,,Back Order Allowed,Purity.Ngunjiri@ncbagroup.com,Open Item,,P000592851X,MONTHLY,
False,CUST100671,Ndash Enterprises Limited,KPHOTEL,KE,,KES,30D,Active,25255,Kim-Fay Professional,,Eastern,,KPBASE,KP Base price,,10A,Machakos,2.00,P096,Doreen Mugwika,Z010,Eastern,3256-90100,"A &L Hotel, Machakos",,Back Order Allowed,finance@thealhotel.com,Open Item,,P051521233Z,MONTHLY,
False,CUST100672,Ndungu Njoroge & Kwach Advocates,KPSERVICE,KE,,KES,30D,Active,23584,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,"10,000.00",P504,Diana Wendy,Z002,CBD,,International Life House 12Th Floor,,Back Order Allowed,,Open Item,,P000617180B,MONTHLY,
False,CUST100673,Neatcare Cleaning Services Ltd,KPCCLNRS,KE,,KES,30DS,Active,24614,Kim-Fay Professional,,Nairobi West,,NEATCLEANI,Neat Cleaning services ltd,,3K,Lavington,"300,000.00",P504,Diana Wendy,Z003,Ngong,P.O Box 44588 - 00100,Muthangari Road,,Back Order Allowed,neatcare2006@gmail.com,Open Item,,P051204604M,MONTHLY,
False,CUST100674,Nedam Services Ltd,KPCCLNRS,KE,,KES,30DS,Active,24206,Kim-Fay Professional,,Nairobi West,,NEDAMSERVI,Nedam Services Ltd,,3B,Karen,"400,000.00",P504,Diana Wendy,Z003,Ngong,P.O Box 3088-00506,"Pension Towers,",,Back Order Allowed,info@nedamservices.co.ke,Open Item,,P051202596D,MONTHLY,
False,CUST100675,Neno Evangelism Centre,KPRELGS,KE,,KES,30D,On Hold,24543,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,"50,000.00",P025,Susan Mwathi,Z002,CBD,P.O Box 43817 - 00100,Uhuru Highway,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100677,Nephro Med Ltd,KPHEALTH,KE,,KES,30D,Active,24656,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,3O,Upper Hill,1.00,P504,Diana Wendy,Z003,Ngong,P.O Box 32909 - 00600,"2Nd Floor, Williamson House",,Back Order Allowed,info@nephromed.co.ke,Open Item,,P051651636A,MONTHLY,
False,CUST100678,New Muthokinju Hardware Ltd,KPINDUSTRY,KE,,KES,30D,Active,25251,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5P,Mombasa Road,"50,000.00",P504,Diana Wendy,Z005,Mombasa Road,P.O.BOX 64126 - 00100,Mombasa Road,,Back Order Allowed,procurement@muthokinju.co.ke,Open Item,,P051158287N,DAILY,
False,CUST100679,New Westlands Store Ltd,KPDIST,KE,,KES,60DS,Active,3768,Kim-Fay Professional,,Nairobi East,,KPDISTRIB,KP Distributors,,4C,Thika Road,"2,000,000.00",P193,June Chesire,Z004,Thika,P O Box 14304 0080,Outer Ring Road,,Back Order Allowed,admin@newwestlands.co.ke,Open Item,,P000591538Q,MONTHLY,
False,CUST100680,Ngewa Ltd,KPHOTEL,KE,,KES,30DS,Active,23875,Kim-Fay Professional,,Nairobi West,,NGEWALTD,Ngewa Ltd,,5M,Nairobi West,"300,000.00",YVON,Yvonne Achieng,Z005,Mombasa Road,P.O.Box 70858-00400,Summerdale Inn,,Back Order Allowed,store@summerdaleinn.com,Open Item,,P051215355B,MONTHLY,
False,CUST100682,Ngong Hills Hotel,KPHOTEL,KE,,KES,CURRENT,Active,24334,Kim-Fay Professional,,Nairobi West,,NGONGHILLS,Ngong hills Hotel,,3C,Ngong Road,2.00,YVON,Yvonne Achieng,Z003,Ngong,P.O Box 40485 - 00100,Ngong Hills Hotel Stores,,Back Order Allowed,lydia@ngonghillshotel.com,Open Item,,P000594281B,MONTHLY,
False,CUST100685,Nhif Staff Retirement Benefits Scheme,KPSERVICE,KE,,KES,30D,Active,24132,Kim-Fay Professional,,Nairobi West,,NHIFSTAFFR,NHIF Staff Retirement Benefits,,3C,Ngong Road,"140,000.00",P505,Shirleen Chebet,Z003,Ngong,P.O. Box 30443 - 00100,"Riara Corporate suites,Riara road",,Back Order Allowed,riaracorporatesuites@gmail.com,Open Item,,P051208865N,MONTHLY,
False,CUST100686,Nibs Resort Co Ltd,KPHOTEL,KE,,KES,30DS,Active,24798,Kim-Fay Professional,,Nairobi West,,NIBSRESORT,Nibs Resort Co.ltd,,3K,Lavington,"200,000.00",C967,Berna Piwang,Z003,Ngong,P.O.BOX 2484-00606,"Corner Of Gichugu & Kandara, Kileleshwa",,Back Order Allowed,proc@emoryhotel.co.ke,Open Item,,P051435500S,MONTHLY,
False,CUST100687,NIC Bank Ltd,KPBANK,KE,,KES,60DS,Inactive,3698,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3O,Upper Hill,"900,000.00",P025,Susan Mwathi,Z003,Ngong,P O Box 44599 00100,"Nic House,2Nd Floor",,Back Order Allowed,,Open Item,,P051625036E,MONTHLY,
False,CUST100688,Nikwetu Holdings Ltd,KPSERVICE,KE,,KES,30D,Active,24801,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3B,Karen,1.00,P504,Diana Wendy,Z003,Ngong,"P.O.BOX 54, 00502",Karen At Karen Plains Arcade,,Back Order Allowed,sales@nikwetu.com,Open Item,,P051683663P,DAILY,
False,CUST100689,Nitrogen Cleaning And Hygiene Solutions,KPDIST,KE,,KES,30D,Inactive,25023,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,1.00,YVON,Yvonne Achieng,Z002,CBD,14689-00100,Tumaini House,,Back Order Allowed,,Open Item,,P051660122R,MONTHLY,
False,CUST100690,Njema Stores Githurai -Main,CSSTOCKPTS,KE,,KES,30D,Active,23761,Consumer sales,General Trade,Lower Mountain,,DIRECTWHOL,Direct Wholesale Rift,,4C,Thika Road,"2,000,000.00",P455,Moses Mwaka,Z004,Thika,P.O.Box 54199-00200,"Githurai 45,",,Back Order Allowed,francismul08@gmail.com,Open Item,,A000107398V,MONTHLY,
False,CUST100691,Nodor Kenya Epz Ltd,KPEPZ,KE,,KES,30DS,Active,3612,Kim-Fay Professional,,Nairobi East,,NODORKENYA,Nodor Kenya EPZ Ltd,,5Q,Athi River,"400,000.00",C967,Berna Piwang,Z005,Mombasa Road,P O Box 659,Kitengela Epz,,Back Order Allowed,oscar@nodor-darts.com; rebecca@nodor-darts.com,Open Item,,P051127782I,MONTHLY,
False,CUST100692,Nokras Riverine Limited,KPHOTEL,KE,,KES,30DS,Active,24530,Kim-Fay Professional,,Lower Mountain,,HOTELNORKA,Hotel Norkas (K) ltd,,6N,Sagana,"350,000.00",P489,John Kaguai,Z006,Mountain,P.O. Box 990 - 00600,Muranga - Sagana Road,,Back Order Allowed,info@hotelnorkas.co.ke,Open Item,,P051624586R,MONTHLY,
False,CUST100693,Norfolk Hotel,KPHOTEL,KE,,KES,60DS,Active,2057,Kim-Fay Professional,,Nairobi Central,,NORFOLKHOT,Norfolk Hotel 2057,,2A,CBD,"2,250,000.00",P193,June Chesire,Z002,CBD,P.O.BOX 40064,"Fairmont, The Norfolk",,Back Order Allowed,mercy.ndungu@fairmont.com,Open Item,,P000596314S,MONTHLY,
False,CUST100694,Norkan Investments Ltd,KPPMGR,KE,,KES,60DS,Active,23418,Kim-Fay Professional,,Nairobi West,,NORKANINVE,Norkan Investments Ltd (23418),,3B,Karen,"750,000.00",P104,Irene Luketelo,Z003,Ngong,P O Box 48854-00200,Galleria Mall,,Back Order Allowed,eunice@galleria.co.ke,Open Item,,P000607290D,MONTHLY,
False,CUST100695,Northend Estates Ltd C/O Knight Frank Kenya Ltd,KPPMGR,KE,,KES,60DS,Active,24414,Kim-Fay Professional,,Nairobi West,,KNIGHTFRAN,Knight Frank Services Ltd 3682,,1D,Westlands,"800,000.00",P104,Irene Luketelo,Z001,Westlands,P.O. Box 25552-00603,West End Towers,,Back Order Allowed,evar.kathambi@ke.knightfrank.com,Open Item,,P051360267Z,MONTHLY,
False,CUST100696,"Norwegian People'S Aid, Somalia Programme",KPNGO,KE,,KES,30DS,Inactive,23770,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,2C,Uhuru Highway,"60,000.00",YVON,Yvonne Achieng,Z002,CBD,P.O.Box 39207-00623,"26 Kiambere Road,",,Back Order Allowed,irenen@npaid.org; lucyw@npaid.org,Open Item,,,MONTHLY,
False,CUST100697,Nova Group Ltd,KPEDU,KE,,KES,30DS,Active,24554,Kim-Fay Professional,,Nairobi West,,NOVAGROUPL,Nova Group ltd,,4C,Thika Road,"13,500,000.00",P104,Irene Luketelo,Z004,Thika,P.O. Box 643 - 00606,"Nova Academies, Tatu City",,Back Order Allowed,info@novaacademies.com,Open Item,,P051556657U,MONTHLY,
False,CUST100699,Oak Place Conference And Training Centre Ltd,KPHOTEL,KE,,KES,30DS,Active,24616,Kim-Fay Professional,,Nairobi West,,OAKPLACECO,Oak place con. and training,,4E,Kiambu,"100,000.00",P504,Diana Wendy,Z004,Thika,P.O Box 48861,Oak Lane,,Back Order Allowed,procurement@oakplace.co.ke,Open Item,,P051326378N,MONTHLY,
False,CUST100700,Oak Therapy Spa Limited,KPSERVICE,KE,,KES,30D,Active,25280,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5N,South C,1.00,P505,Shirleen Chebet,Z005,Mombasa Road,P.O.BOS 4214 - 00100,Five Star Estate Phase 1 Hse No 008,,Back Order Allowed,oaktherapyspaltd@gmail.com,Open Item,,P051632232V,MONTHLY,
False,CUST100701,Obradleys Investments Ltd,KPINDUSTRY,KE,,KES,30D,Active,25147,Kim-Fay Professional,,Nairobi East,,OBRADLEYSI,Obradleys Investments ltd,,4C,Thika Road,1.00,C967,Berna Piwang,Z004,Thika,49618-00100,Ruiru,,Back Order Allowed,info@obradleys.com,Open Item,,P051445810V,MONTHLY,
