Customer ID,Customer Name,Channel,Rep,RepCode,Region,Email
CUST103364,Chandarana Trafford,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST103354,China Village Ltd,Modern Trade T2,Kevin Werunga,P230,Nairobi East,kelvin.werunga@kimfay.com
CUST103369,Maguna's Super Stores (K) Ltd- Wangige,Modern Trade T2,Dennis Mutwiri,P293,Nairobi West,dennis.kac@kimfay.com
CUST103405,Maguna's Super stores (K) Ltd - Othaya,Modern Trade T2,Lilian Kimeu,P149,Lower Mountain,lilian.kimeu@kimfay.com
CUST101276,Naivasha Self Services Store - Kahawa West,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST103372,Powerstar Supermarket- Annex,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST103361,China Village Ltd-Signature Mall,Modern Trade T2,Kevin Werunga,P230,Nairobi East,kelvin.werunga@kimfay.com
CUST103389,Maguna's Super Stores (K) Ltd-Karatina Sokoni,Modern Trade T2,Lilian Kimeu,P149,Lower Mountain,lilian.kimeu@kimfay.com
CUST103414,Chandarana Villa Vista Meru,Modern Trade T2,Lilian Kimeu,P149,Lower Mountain,lilian.kimeu@kimfay.com
CUST103425,Maguna's Super stores (K) Ltd -Nanyuki Express,Modern Trade T2,Lilian Kimeu,P149,Lower Mountain,lilian.kimeu@kimfay.com
CUST103179,Powerstar Supermarket - Joska,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Eastern,moderntrade.nrb@kimfay.com
CUST103441,Quickmart Ngong Road,Modern Trade T1,Georgina Kiilu,P013,,georgina.kac@kimfay.com
CUST103415,Quick Mart Ltd- Elgon View,Modern Trade T1,Lawrence Amukhono,P272,North Rift,moderntrade.exec@kimfay.com
CUST103447,Maguna's Super stores (K) Ltd -Pipeline,Modern Trade T2,Dennis Mutwiri,P293,Nairobi East,dennis.kac@kimfay.com
CUST103458,Chandarana Watamu,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST103462,Quick Mart Ltd - Nakuru Kenyatta avenue,Modern Trade T1,Lawrence Amukhono,P272,South Rift,moderntrade.exec@kimfay.com
CUST103442,Majid Al Futtaim Hypermarkets Ltd - Rubis Kilifi,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST103461,Quick Mart Ltd - Nakuru section 58,Modern Trade T1,Lawrence Amukhono,P272,South Rift,moderntrade.exec@kimfay.com
CUST103465,Naivasha Self Service Store -  Newgate Mall,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST103472,Khetia Drapers Ltd- Kapsabet,Modern Trade T2,Lawrence Amukhono,P272,North Rift,moderntrade.exec@kimfay.com
CUST103181,Maguna's Super stores (K) Ltd -Kasarani.,Modern Trade T2,Dennis Mutwiri,P293,Nairobi Central,dennis.kac@kimfay.com
